iter	Passed	Remaining
405	7215	7961
406	7234	7945
407	7254	7929
408	7274	7914
409	7292	7897
410	7310	7879
411	7329	7863
412	7349	7847
413	7368	7830
414	7386	7813
415	7405	7796
416	7426	7782
417	7452	7773
418	7477	7762
419	7499	7749
420	7521	7735
421	7546	7725
422	7566	7709
423	7589	7696
424	7609	7681
425	7634	7670
426	7654	7654
427	7671	7635
428	7690	7618
429	7709	7601
430	7728	7585
431	7746	7566
432	7763	7548
433	7779	7528
434	7796	7510
435	7815	7492
436	7835	7476
437	7854	7460
438	7871	7441
439	7889	7423
440	7908	7406
441	7925	7387
442	7941	7368
443	7959	7350
444	7980	7334
445	7999	7317
446	8018	7300
447	8036	7282
448	8054	7265
449	8075	7250
450	8095	7233
451	8113	7216
452	8130	7197
453	8146	7177
454	8163	7159
455	8182	7141
456	8200	7123
457	8217	7105
458	8237	7088
459	8253	7069
460	8270	7050
461	8288	7032
462	8307	7015
463	8323	6996
464	8343	6979
465	8372	6971
466	8391	6954
467	8409	6936
468	8424	6915
469	8441	6896
470	8460	6879
471	8479	6862
472	8495	6843
473	8512	6824
474	8528	6805
475	8544	6785
476	8560	6765
477	8578	6747
478	8594	6728
479	8612	6710
480	8630	6692
481	8647	6673
482	8665	6655
483	8686	6640
484	8707	6624
485	8729	6610
486	8754	6597
487	8774	6580
488	8795	6565
489	8815	6548
490	8837	6533
491	8855	6515
492	8874	6498
493	8893	6481
494	8910	6462
495	8929	6445
496	8953	6431
497	8973	6414
498	8993	6398
499	9015	6383
500	9039	6369
501	9067	6357
502	9089	6342
503	9107	6324
504	9125	6306
505	9145	6290
506	9167	6274
507	9187	6257
508	9210	6242
509	9232	6227
510	9270	6222
511	9299	6211
512	9320	6195
513	9342	6179
514	9362	6162
515	9382	6145
516	9400	6127
517	9418	6109
518	9439	6093
519	9459	6075
520	9478	6057
521	9496	6039
522	9514	6021
523	9535	6004
524	9551	5985
525	9573	5969
526	9593	5952
527	9616	5937
528	9641	5923
529	9666	5909
530	9687	5892
531	9708	5876
532	9727	5858
533	9749	5842
534	9768	5824
535	9786	5806
536	9805	5788
537	9822	5769
538	9840	5751
539	9860	5733
540	9879	5716
541	9897	5697
542	9915	5678
543	9933	5660
544	9951	5641
545	9969	5623
546	9985	5604
547	10004	5586
548	10022	5567
549	10041	5550
550	10077	5541
551	10112	5532
552	10139	5518
553	10167	5505
554	10192	5491
555	10224	5480
556	10246	5463
557	10275	5450
558	10299	5435
559	10320	5418
560	10341	5401
561	10360	5382
562	10379	5365
563	10400	5347
564	10417	5328
565	10435	5309
566	10455	5292
567	10476	5275
568	10495	5256
569	10513	5238
570	10535	5221
571	10552	5202
572	10572	5184
573	10594	5168
574	10614	5150
575	10631	5131
576	10648	5112
577	10667	5093
578	10683	5074
579	10701	5055
580	10719	5036
581	10738	5018
582	10763	5003
583	10780	4984
584	10799	4965
585	10818	4947
586	10840	4930
587	10861	4913
588	10881	4895
589	10904	4879
590	10925	4861
591	10947	4844
592	10966	4826
593	10984	4807
594	11001	4788
595	11018	4769
596	11038	4751
597	11057	4733
598	11077	4715
599	11098	4698
600	11117	4680
601	11136	4661
602	11156	4643
603	11174	4625
604	11193	4606
605	11211	4588
606	11228	4569
607	11245	4550
608	11263	4531
609	11282	4512
610	11298	4493
611	11315	4474
612	11330	4454
613	11346	4435
614	11363	4416
615	11382	4397
616	11402	4379
617	11420	4361
618	11440	4343
619	11457	4324
620	11476	4306
621	11496	4288
622	11516	4270
623	11535	4251
624	11556	4234
625	11576	4216
626	11594	4197
627	11613	4179
628	11636	4162
629	11657	4145
630	11678	4127
631	11702	4110
632	11725	4093
633	11748	4076
634	11769	4059
635	11788	4040
636	11808	4022
637	11826	4003
638	11846	3985
639	11865	3967
640	11885	3949
641	11901	3930
642	11920	3911
643	11936	3892
644	11955	3874
645	11975	3855
646	11992	3836
647	12012	3818
648	12032	3800
649	12050	3782
650	12068	3763
651	12086	3744
652	12104	3725
653	12119	3706
654	12138	3687
655	12156	3669
656	12176	3651
657	12196	3632
658	12214	3614
659	12233	3595
660	12252	3577
661	12268	3558
662	12285	3539
663	12306	3521
664	12325	3502
665	12346	3485
666	12368	3467
667	12387	3449
668	12405	3430
669	12425	3412
670	12446	3394
671	12467	3376
672	12487	3358
673	12508	3340
674	12528	3322
675	12548	3304
676	12568	3285
677	12586	3267
678	12604	3248
679	12624	3230
680	12642	3211
681	12660	3192
682	12679	3174
683	12700	3156
684	12721	3138
685	12740	3120
686	12757	3101
687	12776	3082
688	12795	3064
689	12815	3046
690	12834	3027
691	12854	3009
692	12873	2990
693	12889	2971
694	12908	2953
695	12927	2934
696	12948	2916
697	12967	2898
698	12986	2879
699	13004	2861
700	13025	2842
701	13042	2824
702	13059	2805
703	13078	2786
704	13100	2768
705	13134	2753
706	13180	2740
707	13212	2724
708	13232	2706
709	13251	2687
710	13269	2668
711	13289	2650
712	13308	2631
713	13330	2613
714	13353	2596
715	13373	2577
716	13392	2558
717	13410	2540
718	13430	2521
719	13447	2502
720	13470	2484
721	13491	2466
722	13513	2448
723	13534	2430
724	13554	2411
725	13576	2393
726	13597	2375
727	13620	2357
728	13641	2338
729	13661	2320
730	13682	2302
731	13700	2283
732	13716	2264
733	13734	2245
734	13751	2226
735	13768	2207
736	13789	2189
737	13809	2170
738	13833	2152
739	13858	2134
740	13882	2117
741	13910	2099
742	13937	2082
743	13963	2064
744	13992	2047
745	14023	2030
746	14055	2013
747	14083	1995
748	14106	1977
749	14127	1959
750	14146	1940
751	14165	1921
752	14185	1902
753	14206	1884
754	14223	1865
755	14243	1846
756	14260	1827
757	14278	1808
758	14297	1789
759	14315	1770
760	14333	1751
761	14351	1732
762	14368	1713
763	14386	1694
764	14405	1675
765	14423	1657
766	14442	1638
767	14462	1619
768	14483	1600
769	14502	1582
770	14522	1563
771	14574	1548
772	14609	1530
773	14647	1513
774	14665	1494
775	14688	1476
776	14732	1459
777	14757	1441
778	14782	1423
779	14807	1404
780	14828	1386
781	14851	1367
782	14873	1348
783	14895	1329
784	14914	1310
785	14932	1291
786	14950	1272
787	14969	1253
788	14988	1234
789	15007	1215
790	15026	1196
791	15045	1177
792	15066	1158
793	15087	1140
794	15109	1121
795	15130	1102
796	15152	1083
797	15177	1065
798	15199	1046
799	15220	1027
800	15240	1008
801	15260	989
802	15280	970
803	15304	951
804	15329	933
805	15352	914
806	15372	895
807	15393	876
808	15415	857
809	15438	838
810	15460	819
811	15483	800
812	15505	781
813	15524	762
814	15542	743
815	15560	724
816	15578	705
817	15599	686
818	15618	667
819	15637	648
820	15656	629
821	15676	610
822	15693	591
823	15711	572
824	15728	552
825	15745	533
826	15765	514
827	15784	495
828	15803	476
829	15821	457
830	15840	438
831	15859	419
832	15878	400
833	15895	381
834	15911	362
835	15929	342
836	15949	323
837	15972	304
838	15996	285
839	16021	267
840	16045	248
841	16066	228
842	16089	209
843	16110	190
844	16131	171
845	16153	152
846	16174	133
847	16194	114
848	16214	95
849	16230	76
850	16247	57
851	16265	38
852	16284	19
853	16305	0
