iter	RMSE
267	0.01174959458
268	0.01167951492
269	0.01160863708
270	0.01154667795
271	0.01148702053
272	0.01142550646
273	0.0113631791
274	0.01129597422
275	0.01123615072
276	0.01117308843
277	0.01111025895
278	0.01105089718
279	0.01099125776
280	0.01093298908
281	0.01087826106
282	0.01082212072
283	0.0107662717
284	0.0107104215
285	0.01065813932
286	0.01061502439
287	0.01056803466
288	0.01051955569
289	0.01046535437
290	0.01041747987
291	0.01036950173
292	0.01032064787
293	0.01027680126
294	0.01023787194
295	0.01019186225
296	0.01015150175
297	0.010110462
298	0.01006428805
299	0.01002301136
300	0.009982375333
301	0.009941793287
302	0.009897848239
303	0.009866275118
304	0.00982658645
305	0.009788316304
306	0.00974765587
307	0.009704832277
308	0.009666034729
309	0.009627133693
310	0.009586690295
311	0.009546061045
312	0.009510725024
313	0.009468371011
314	0.009426232161
315	0.009390710141
316	0.009354996265
317	0.009317302137
318	0.009291220271
319	0.00925736021
320	0.009222317112
321	0.009187701909
322	0.009158089608
323	0.009121226572
324	0.009090690755
325	0.009055217647
326	0.00902645981
327	0.008997583856
328	0.008970422852
329	0.008937926019
330	0.008904597042
331	0.008877868597
332	0.008853836055
333	0.008823204015
334	0.008800169227
335	0.00877199925
336	0.008750523512
337	0.008730837772
338	0.008702307768
339	0.008676117437
340	0.008649103802
341	0.008625600755
342	0.008598132843
343	0.00856854793
344	0.008544547016
345	0.008524902249
346	0.008501473169
347	0.008474362656
348	0.008452384491
349	0.008424977646
350	0.008406691685
351	0.008381912876
352	0.008359427381
353	0.008336784615
354	0.008314914655
355	0.008293087465
356	0.008275345029
357	0.008252779493
358	0.0082337126
359	0.008212995727
360	0.008194979295
361	0.008175337021
362	0.008150377406
363	0.008130531337
364	0.008109219643
365	0.008091040089
366	0.008069801163
367	0.008050599136
368	0.008032260077
369	0.008013573084
370	0.007998948997
371	0.007981248451
372	0.007963991137
373	0.00794757253
374	0.007931992995
375	0.007914923302
376	0.00789875603
377	0.00788007847
378	0.007862671314
379	0.007845747771
380	0.007825086408
381	0.007812349761
382	0.007796835431
383	0.007780554924
384	0.007766179794
385	0.007749854581
386	0.007733899547
387	0.007716407315
388	0.007705209184
389	0.007687992672
390	0.007672491041
391	0.00765722087
392	0.007643701336
393	0.007632302559
394	0.007617522307
395	0.007602468994
396	0.007589896362
397	0.007576595027
398	0.007560677838
399	0.007545010225
400	0.007533460302
401	0.007521381876
402	0.007505849763
403	0.007491324587
404	0.007477738945
405	0.007457429987
406	0.007446191498
407	0.007432841221
408	0.007416303858
409	0.007403130616
410	0.007390485355
411	0.00737700466
412	0.007366390503
413	0.007353508377
414	0.007339796051
415	0.007328884034
416	0.007317499556
417	0.007305167794
418	0.007289463769
419	0.007277935953
420	0.007268171856
421	0.007254251396
422	0.007240916554
423	0.00722914587
424	0.007216644386
425	0.007203581526
426	0.007192397442
427	0.00718443554
428	0.007172799207
429	0.0071574647
430	0.007146098756
431	0.00713549544
432	0.007121771288
433	0.007113792661
434	0.007101311567
435	0.00709205512
436	0.007083094877
437	0.007073805652
438	0.007063217829
439	0.007053610727
440	0.007042494044
441	0.007030348661
442	0.007021293956
443	0.007010125083
444	0.006998684884
445	0.006990278003
446	0.006980856653
447	0.006968694205
448	0.006960761722
449	0.006953434044
450	0.006942147675
451	0.006933133772
452	0.006924524381
453	0.00691410245
454	0.006905169756
455	0.006894138961
456	0.006888727176
457	0.00687952039
458	0.006872231688
459	0.006861321169
460	0.00685036807
461	0.006838800346
462	0.00682863213
463	0.006817332804
464	0.006809823354
465	0.006797971405
466	0.006788230905
467	0.006780513578
468	0.006772150343
469	0.006764698473
470	0.006751640336
471	0.006738357865
472	0.006732445634
473	0.006722152578
474	0.006715491481
475	0.006709203661
476	0.006702044071
477	0.006695608735
478	0.006688462133
479	0.006679810476
480	0.006670640984
481	0.006662255578
482	0.006653864972
483	0.006647798709
484	0.006641754034
485	0.006630477278
486	0.006625259738
487	0.006617170504
488	0.006611501982
489	0.006604375124
490	0.006593007875
491	0.006586124091
492	0.006579119608
493	0.006571381142
494	0.006564985728
495	0.006558156265
496	0.006551979267
497	0.006542485986
498	0.00653453385
499	0.006527326633
500	0.006514441072
501	0.006508810368
502	0.006503490734
503	0.006497782689
504	0.006490895657
505	0.006482218567
506	0.006474633567
507	0.006465905395
508	0.006459056988
509	0.006453444382
510	0.006445249483
511	0.006439772292
512	0.006430939416
513	0.006424620646
514	0.006412135875
515	0.00640477855
516	0.006396293692
517	0.006388209924
518	0.006382364105
519	0.006372416437
520	0.006365580263
521	0.006359717227
522	0.006351600716
523	0.006345142395
524	0.006337914507
525	0.006332841162
526	0.00632623941
527	0.006316099429
528	0.006310115404
529	0.006303356426
530	0.006295753739
531	0.006289363039
532	0.006283004082
533	0.006278051589
534	0.006273136925
535	0.006269109116
536	0.006263713229
537	0.006257196453
538	0.006251328598
539	0.006244542967
540	0.006237571805
541	0.006231565155
542	0.006226004269
543	0.006219902485
544	0.006213162935
545	0.006206879263
546	0.006201330308
547	0.006196294651
548	0.006190590861
549	0.006185197503
550	0.006179050605
551	0.006172038626
552	0.006163491727
553	0.006159478458
554	0.006154470344
555	0.006149426495
556	0.006143958513
557	0.006135866124
558	0.006133291076
559	0.006127401309
560	0.006121844382
561	0.006117731922
562	0.006113283581
563	0.006107261594
564	0.006100910871
565	0.006094463911
566	0.006089631689
567	0.006084192514
568	0.006079664577
569	0.006073915692
570	0.006067828332
571	0.006061775804
572	0.006053581281
573	0.00604633891
574	0.006040071602
575	0.006034127742
576	0.006029277337
577	0.006022377099
578	0.006018166801
579	0.006014706208
580	0.006010147234
581	0.0060073501
582	0.005998313281
583	0.00599227815
584	0.005988120106
585	0.005980840581
586	0.005976958377
587	0.005972783497
588	0.005967146198
589	0.005961849938
590	0.005955728543
591	0.005950947967
592	0.005947607153
593	0.005938164603
594	0.005935045243
595	0.00593061838
596	0.005925675797
597	0.005921106602
598	0.005916817209
599	0.00591302637
600	0.005908978349
601	0.005904486558
602	0.00590174399
603	0.005898487849
604	0.005894342686
605	0.005889934911
606	0.005884262165
607	0.005880401237
608	0.005874093595
609	0.005868870125
610	0.005865358299
611	0.005862177752
612	0.005859539812
613	0.005851426131
614	0.005845250955
615	0.005835052854
616	0.005831624017
617	0.005827994557
618	0.005823255388
619	0.005820211679
620	0.005815206146
621	0.005808274188
622	0.00580793074
623	0.005801334837
624	0.005795418327
625	0.005791493459
626	0.005786233101
627	0.00578015944
628	0.005776883718
629	0.00576970607
630	0.00576536355
631	0.005761531285
632	0.00575827602
633	0.00575093279
634	0.005745592337
635	0.005742175861
636	0.005737895007
637	0.005733933615
638	0.005727375026
639	0.005724346938
640	0.005719935154
641	0.005716140711
642	0.005712831232
643	0.005709022643
644	0.005706636085
645	0.005699957239
646	0.005696047829
647	0.005691813341
648	0.005685380865
649	0.005681354497
650	0.005677257685
651	0.005672033714
652	0.005664495341
653	0.00566173865
654	0.005657642984
655	0.005654716838
656	0.00565061625
657	0.005648236603
658	0.005645978528
659	0.005639256269
660	0.005633715471
661	0.005630167042
662	0.00562683524
663	0.005622776858
664	0.005617878947
665	0.005611832252
666	0.00560855204
667	0.00560508144
668	0.005599980245
669	0.005597417237
670	0.005594102042
671	0.005586969062
672	0.005582453181
673	0.005579102579
674	0.00557180293
675	0.005568909808
676	0.005564712568
677	0.005561818383
678	0.005559646916
679	0.005557099007
680	0.005553943655
681	0.00555028366
682	0.005546266169
683	0.005540959367
684	0.005536598573
685	0.005533040088
686	0.005529602686
687	0.005525167775
688	0.005522708471
689	0.005518762794
690	0.005514025927
691	0.005509912901
692	0.005506880922
693	0.005504474932
694	0.005500564825
695	0.005496325539
696	0.005494827876
697	0.005490690845
698	0.005486649952
699	0.00548361132
700	0.005480690086
701	0.005476654096
702	0.005469541985
703	0.00546661941
704	0.005463856317
705	0.005460866593
706	0.005458365439
707	0.005451658891
708	0.005446274244
709	0.005440961533
710	0.005435993062
711	0.00543298847
712	0.005425805037
713	0.005421669507
714	0.005419189896
715	0.005416974194
716	0.005414627003
717	0.005411391097
718	0.00540836286
719	0.005406145477
720	0.005400952643
721	0.005399318805
722	0.005396103418
723	0.005392757784
724	0.005390286333
725	0.005385902203
726	0.005383641916
727	0.005381174047
728	0.005378937933
729	0.005375530336
730	0.005374413454
731	0.005370818249
732	0.005366760828
733	0.005363584397
734	0.005359716628
735	0.005358482239
736	0.005355797816
737	0.005352314315
738	0.005347863212
739	0.005345198262
740	0.005338781642
741	0.005332799537
742	0.005327596937
743	0.005324886118
744	0.005323504426
745	0.005316433044
746	0.005310762428
747	0.005308966321
748	0.005306612125
749	0.005303855741
750	0.005298042498
751	0.005291598097
752	0.005287411168
753	0.005281999738
754	0.005278196003
755	0.005274703913
756	0.005269106205
757	0.005265266399
758	0.005259880161
759	0.005254750946
760	0.005250061438
761	0.005246668438
762	0.005240968544
763	0.005233619023
764	0.005228959271
765	0.005225233729
766	0.005222069418
767	0.005218571766
768	0.005214950964
769	0.005213126991
770	0.005205221625
771	0.005204157256
772	0.00520243973
773	0.005196775908
774	0.00519102092
775	0.005188831362
776	0.005185468234
777	0.00518112819
778	0.005175804789
779	0.005173309176
780	0.005168330328
781	0.005163171905
782	0.005159109771
783	0.005155025929
784	0.005151321162
785	0.005146167295
786	0.005138712957
787	0.00513542799
788	0.005130857425
789	0.005127193195
790	0.005121836741
791	0.005120021064
792	0.005117137474
793	0.005113162413
794	0.005108883879
795	0.005105770695
796	0.005099044191
797	0.005097252704
798	0.005093199674
799	0.005088290797
800	0.005080764764
801	0.005075028224
802	0.005071368211
803	0.005068992662
804	0.00506499534
805	0.005063546393
806	0.00506124307
807	0.005056131973
808	0.005052906503
809	0.005047323158
810	0.005043751134
811	0.005038017666
812	0.005035732846
813	0.005032532058
814	0.005030521851
815	0.005026784055
816	0.005022633945
817	0.005020166938
818	0.00501338309
819	0.005007093157
820	0.005003959302
821	0.004997281397
822	0.004994931357
823	0.004991369202
824	0.004985196877
825	0.004982550202
826	0.004978618702
827	0.004972080013
828	0.004967700348
829	0.004965541893
830	0.004959995855
831	0.004956414481
832	0.004952388176
833	0.004949636306
834	0.004946084727
835	0.004943621329
836	0.004941169743
837	0.004936824504
838	0.004932120899
839	0.004930028595
840	0.004924687869
841	0.004921832375
842	0.004919524804
843	0.004917235886
844	0.004915079002
845	0.004911925972
846	0.004905505627
847	0.004900499046
848	0.004897612357
849	0.004895116158
850	0.004894211617
851	0.004891164494
852	0.004888559573
853	0.004884226803
854	0.004881723664
855	0.004879006641
856	0.004874650478
857	0.004872595587
858	0.004867998775
859	0.004862248176
860	0.004859146087
861	0.004857117982
862	0.004854054751
863	0.004852655958
864	0.004847439398
865	0.004844054286
866	0.00484133937
867	0.004834297354
868	0.004831988775
869	0.004827066046
870	0.004820182339
871	0.004814629955
872	0.004810496208
873	0.004803316426
874	0.004801308577
875	0.004798454734
876	0.004793981654
877	0.004790969277
878	0.004786589762
879	0.004782789893
880	0.004780097019
881	0.004774484465
882	0.00477067158
883	0.004763429706
884	0.004761609603
885	0.004755988878
886	0.004751388632
887	0.004746118086
888	0.00474434091
889	0.004740571573
890	0.004735412725
891	0.004729296613
892	0.004724737336
893	0.004722927319
894	0.004720798396
895	0.004715210609
896	0.004711690381
897	0.004705796951
898	0.004702081952
899	0.00470008154
900	0.004696696561
901	0.00469111899
902	0.004688823127
903	0.004686855177
904	0.004680791006
905	0.004674271227
906	0.004670171156
907	0.004665453219
908	0.004661152023
909	0.004656691111
910	0.004651747797
911	0.004649382565
912	0.004646781703
913	0.00464187677
914	0.004639181719
915	0.004633908269
916	0.004627983398
917	0.004622767895
918	0.004620451423
919	0.004616380116
920	0.004612995399
921	0.004608566109
922	0.004602101223
923	0.004600053183
924	0.004597833405
925	0.004594210937
926	0.004587785493
927	0.004584940127
928	0.004580708535
929	0.004579230253
930	0.004573758328
931	0.004567631393
932	0.0045631751
933	0.004558225188
934	0.004553093259
935	0.00455140954
936	0.004546752853
937	0.004542744818
938	0.004536676379
939	0.00453133454
940	0.00452687478
941	0.00452269038
942	0.004517746052
943	0.004513544324
944	0.004510456265
945	0.004505168646
946	0.004500665973
947	0.004495831266
948	0.004489846055
949	0.004488266491
950	0.004487017229
951	0.004481104054
952	0.004475678963
953	0.004471546144
954	0.004467106803
955	0.00446191558
956	0.004459417628
957	0.004455251481
958	0.00445088471
959	0.004445035899
960	0.004441941352
961	0.004436849248
962	0.004431441729
963	0.004426460166
964	0.004422899365
965	0.004418627932
966	0.004415434633
967	0.004409771957
968	0.004404890651
969	0.004402312688
970	0.004401051229
971	0.004398946024
972	0.00439587989
973	0.004393837747
974	0.004391632344
975	0.004389415514
976	0.004383218864
977	0.004378653594
978	0.004372727479
979	0.004370762865
980	0.004369003382
981	0.004365528238
982	0.004360014766
983	0.0043575067
984	0.004354904621
985	0.004350539411
986	0.00434570596
987	0.004340371948
988	0.004339038793
989	0.004334179681
990	0.004330902846
991	0.004326843389
992	0.004323267344
993	0.004318887943
994	0.004313779608
995	0.004308438546
996	0.004302616477
997	0.004299350521
998	0.004294763852
999	0.004290255694
1000	0.004284355947
1001	0.00427973577
1002	0.00427460585
1003	0.004269027695
1004	0.004265381889
1005	0.004259721752
1006	0.004254910151
1007	0.004250150481
1008	0.00424808884
